,table_ean,table_url,best_chair_ean,best_chair_url,matching_reason
0,2099901526182,https://www.but.fr/produits/2099901526182/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood; Black matches Grey; White matches Grey
1,2099901526199,https://www.but.fr/produits/2099901526199/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood; Black matches Grey; White matches Grey
2,2099901527950,https://www.but.fr/produits/2099901527950/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
3,2099901527967,https://www.but.fr/produits/2099901527967/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
4,2099901528070,https://www.but.fr/produits/2099901528070/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood; Black matches Grey; White matches Grey
5,2099901528087,https://www.but.fr/produits/2099901528087/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood; Black matches Grey; White matches Grey
6,2099901528544,https://www.but.fr/produits/2099901528544/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
7,2099901534774,https://www.but.fr/produits/2099901534774/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
8,2099901534781,https://www.but.fr/produits/2099901534781/fiche.html,4894223244398,https://www.but.fr/produits/4894223244398/fiche.html,Matching color: noir; Grey matches Black; Fabric/Velvet softens Ceramic
9,2099901534798,https://www.but.fr/produits/2099901534798/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
10,2099901534804,https://www.but.fr/produits/2099901534804/fiche.html,4894223244398,https://www.but.fr/produits/4894223244398/fiche.html,Matching color: noir; Grey matches Black; Fabric/Velvet softens Ceramic
11,3102000112077,https://www.but.fr/produits/3102000112077/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
12,3102000112091,https://www.but.fr/produits/3102000112091/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
13,3102000112107,https://www.but.fr/produits/3102000112107/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
14,3102000112114,https://www.but.fr/produits/3102000112114/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
15,3102000112121,https://www.but.fr/produits/3102000112121/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
16,3102000112138,https://www.but.fr/produits/3102000112138/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
17,3102000112152,https://www.but.fr/produits/3102000112152/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
18,3102000112169,https://www.but.fr/produits/3102000112169/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
19,3102000112176,https://www.but.fr/produits/3102000112176/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
20,3102000112183,https://www.but.fr/produits/3102000112183/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
21,3102000112541,https://www.but.fr/produits/3102000112541/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
22,3102000113616,https://www.but.fr/produits/3102000113616/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
23,3102000113630,https://www.but.fr/produits/3102000113630/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
24,3102000114064,https://www.but.fr/produits/3102000114064/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black matches Grey
25,3102000115085,https://www.but.fr/produits/3102000115085/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
26,3170720625078,https://www.but.fr/produits/3170720625078/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: noir; White contrasts Black; Black modernizes Wood; White brightens Wood
27,3248111260037,https://www.but.fr/produits/3248111260037/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
28,3248111834030,https://www.but.fr/produits/3248111834030/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
29,3248111835037,https://www.but.fr/produits/3248111835037/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
30,3248111835310,https://www.but.fr/produits/3248111835310/fiche.html,4894223244398,https://www.but.fr/produits/4894223244398/fiche.html,Matching color: gris; Black matches Grey; Fabric/Velvet softens Ceramic
31,3248118150034,https://www.but.fr/produits/3248118150034/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
32,3248118600188,https://www.but.fr/produits/3248118600188/fiche.html,4894223244398,https://www.but.fr/produits/4894223244398/fiche.html,Matching color: gris; Black matches Grey; Fabric/Velvet softens Ceramic
33,3248118600317,https://www.but.fr/produits/3248118600317/fiche.html,4894223244398,https://www.but.fr/produits/4894223244398/fiche.html,Matching color: gris; Black matches Grey; Fabric/Velvet softens Ceramic
34,3248118600409,https://www.but.fr/produits/3248118600409/fiche.html,4894223221665,https://www.but.fr/produits/4894223221665/fiche.html,Matching color: marron; Black contrasts White
35,3397703477701,https://www.but.fr/produits/3397703477701/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
36,3480940294511,https://www.but.fr/produits/3480940294511/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
37,3480940298328,https://www.but.fr/produits/3480940298328/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: noir; White contrasts Black; Black modernizes Wood; White brightens Wood
38,3480940300526,https://www.but.fr/produits/3480940300526/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
39,3483601178571,https://www.but.fr/produits/3483601178571/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: noir; White contrasts Black; Black modernizes Wood; White brightens Wood
40,3609130012777,https://www.but.fr/produits/3609130012777/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
41,3609130015181,https://www.but.fr/produits/3609130015181/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
42,3609130015198,https://www.but.fr/produits/3609130015198/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
43,3609130016522,https://www.but.fr/produits/3609130016522/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
44,3609130016614,https://www.but.fr/produits/3609130016614/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
45,3609130016621,https://www.but.fr/produits/3609130016621/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
46,3609130016928,https://www.but.fr/produits/3609130016928/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
47,3609130017055,https://www.but.fr/produits/3609130017055/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
48,3609130017154,https://www.but.fr/produits/3609130017154/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
49,3609130017161,https://www.but.fr/produits/3609130017161/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
50,3609130017215,https://www.but.fr/produits/3609130017215/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
51,3609130017277,https://www.but.fr/produits/3609130017277/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
52,3609130017284,https://www.but.fr/produits/3609130017284/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
53,3609130017291,https://www.but.fr/produits/3609130017291/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
54,3760176249098,https://www.but.fr/produits/3760176249098/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
55,3760176249104,https://www.but.fr/produits/3760176249104/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
56,4038537074245,https://www.but.fr/produits/4038537074245/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: noir; White contrasts Black; Black modernizes Wood; White brightens Wood
57,4251182707690,https://www.but.fr/produits/4251182707690/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
58,4251182711819,https://www.but.fr/produits/4251182711819/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
59,4251182711826,https://www.but.fr/produits/4251182711826/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
60,4251182711840,https://www.but.fr/produits/4251182711840/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
61,4251182711857,https://www.but.fr/produits/4251182711857/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
62,4251182711864,https://www.but.fr/produits/4251182711864/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
63,4251182712786,https://www.but.fr/produits/4251182712786/fiche.html,2099900016660,https://www.but.fr/produits/2099900016660/fiche.html,Best available style match
64,4251182713103,https://www.but.fr/produits/4251182713103/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
65,4251182713110,https://www.but.fr/produits/4251182713110/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: noir; White contrasts Black; Black modernizes Wood; White brightens Wood
66,4251182713127,https://www.but.fr/produits/4251182713127/fiche.html,2099900016660,https://www.but.fr/produits/2099900016660/fiche.html,Best available style match
67,4251182714995,https://www.but.fr/produits/4251182714995/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
68,4251182715008,https://www.but.fr/produits/4251182715008/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
69,4251182715756,https://www.but.fr/produits/4251182715756/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
70,4251182715763,https://www.but.fr/produits/4251182715763/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
71,4251182717644,https://www.but.fr/produits/4251182717644/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
72,4251182717651,https://www.but.fr/produits/4251182717651/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
73,4251182717668,https://www.but.fr/produits/4251182717668/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
74,4251182717675,https://www.but.fr/produits/4251182717675/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
75,4251182717682,https://www.but.fr/produits/4251182717682/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
76,4251182717699,https://www.but.fr/produits/4251182717699/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
77,4251182717705,https://www.but.fr/produits/4251182717705/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
78,4251182717712,https://www.but.fr/produits/4251182717712/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
79,4251182717729,https://www.but.fr/produits/4251182717729/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
80,4251182717736,https://www.but.fr/produits/4251182717736/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
81,4251182717743,https://www.but.fr/produits/4251182717743/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
82,4251182717750,https://www.but.fr/produits/4251182717750/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
83,4251182717767,https://www.but.fr/produits/4251182717767/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
84,4251182717774,https://www.but.fr/produits/4251182717774/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
85,4251182717781,https://www.but.fr/produits/4251182717781/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
86,4251182717798,https://www.but.fr/produits/4251182717798/fiche.html,3248115127602,https://www.but.fr/produits/3248115127602/fiche.html,Matching color: gris; Black modernizes Wood; Grey matches Wood; Black matches Grey
87,4251182718030,https://www.but.fr/produits/4251182718030/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
88,4251182718047,https://www.but.fr/produits/4251182718047/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
89,4251182718054,https://www.but.fr/produits/4251182718054/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
90,4251182718474,https://www.but.fr/produits/4251182718474/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
91,4251182719020,https://www.but.fr/produits/4251182719020/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
92,4251182719037,https://www.but.fr/produits/4251182719037/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Black modernizes Wood; White brightens Wood
93,4894223191159,https://www.but.fr/produits/4894223191159/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: noir; White contrasts Black; Black modernizes Wood; White brightens Wood
94,4894223191265,https://www.but.fr/produits/4894223191265/fiche.html,4894223244404,https://www.but.fr/produits/4894223244404/fiche.html,Matching color: blanc; Grey matches White
95,4894223192033,https://www.but.fr/produits/4894223192033/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
96,4894223201964,https://www.but.fr/produits/4894223201964/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
97,4894223204736,https://www.but.fr/produits/4894223204736/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: noir; White contrasts Black; Black modernizes Wood; White brightens Wood
98,4894223204910,https://www.but.fr/produits/4894223204910/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: noir; White contrasts Black; Black modernizes Wood; White brightens Wood; Black matches Grey; White matches Grey
99,4894223207669,https://www.but.fr/produits/4894223207669/fiche.html,4894223244411,https://www.but.fr/produits/4894223244411/fiche.html,Matching color: blanc; Black contrasts White; Black modernizes Wood; White brightens Wood
